variable,run,channel,chi2,dof,p_0
nTrackerLayers_2_barrel,355679,mm,10.5414315501,5,0.943168551366 +/- 0.0481021556342
nTrackerLayers_2_barrel,355680,mm,560.976286585,8,0.941859143089 +/- 0.00727309264527
nTrackerLayers_2_barrel,355768,mm,24.6175107585,6,0.872857733691 +/- 0.0433521830365
nTrackerLayers_2_barrel,355769,mm,149.774167681,7,0.913469682784 +/- 0.0121869363234
nStations_1_barrel,355443,mm,5.38183048608,2,0.939934388536 +/- 0.0354851892219
nStations_1_barrel,355444,mm,2.73866568375,2,1.00282529167 +/- 0.0461460023225
nStations_1_barrel,355445,mm,1.91989176475,2,0.939977698994 +/- 0.0401876015774
nStations_1_barrel,355558,mm,12.5500288711,3,0.971302430858 +/- 0.0147668761539
nStations_1_barrel,355559,mm,13.9279012425,2,0.963624249648 +/- 0.0192376114996
nStations_1_barrel,355679,mm,1.85457688308,2,1.03129155884 +/- 0.0502533965535
nStations_1_barrel,355680,mm,32.4633917272,3,0.979437981463 +/- 0.0074324643966
nStations_1_barrel,355768,mm,1.1772053703,2,0.956750632187 +/- 0.0454656886611
nStations_1_barrel,355769,mm,20.3433121003,3,0.947954023259 +/- 0.0124390383359
nStations_2_barrel,355443,mm,2.67014542911,2,0.959623047091 +/- 0.0357796944211
nStations_2_barrel,355444,mm,5.6270708277,2,1.01577445448 +/- 0.0463455482431
nStations_2_barrel,355445,mm,0.702080184558,2,0.974051894769 +/- 0.0408236937193
nStations_2_barrel,355558,mm,6.6795871768,3,0.956667769476 +/- 0.0146242546233
nStations_2_barrel,355559,mm,15.5422162784,3,0.967188680034 +/- 0.0192232077858
nStations_2_barrel,355679,mm,1.94847518855,2,0.958461639666 +/- 0.0483448250737
nStations_2_barrel,355680,mm,25.8799424066,3,0.971911896299 +/- 0.00738821609813
nStations_2_barrel,355768,mm,4.06209681001,3,0.915505619307 +/- 0.0443596253963
nStations_2_barrel,355769,mm,17.8724682442,3,0.934603414132 +/- 0.0123250481524
met_uncorrected,355443,mm,30.3926635131,20,0.923199682371 +/- 0.0270524053099
met_uncorrected,355444,mm,26.3156982784,20,1.00152157239 +/- 0.0354604943392
met_uncorrected,355445,mm,17.1468064521,17,0.951908849393 +/- 0.031116554417
met_uncorrected,355558,mm,78.3518418905,26,0.96849966667 +/- 0.0113403659914
met_uncorrected,355559,mm,80.8332784182,22,0.942991248694 +/- 0.0146324813624
met_uncorrected,355679,mm,49.0918119638,14,0.897518473466 +/- 0.036282755654
met_uncorrected,355680,mm,76.149967664,30,0.980293417279 +/- 0.00571866092803
met_uncorrected,355768,mm,47.5675326781,16,0.892793788114 +/- 0.0338064897962
met_uncorrected,355769,mm,568.054601972,22,0.89249348629 +/- 0.0092882719285
metphi_uncorrected,355443,mm,48.8536812456,39,0.907418166069 +/- 0.0268032487848
metphi_uncorrected,355444,mm,63.3219736142,39,0.954584665257 +/- 0.0346109896862
metphi_uncorrected,355445,mm,46.2679301171,39,0.919680683786 +/- 0.030558863061
metphi_uncorrected,355558,mm,180.955700537,39,0.954733704566 +/- 0.0112602147861
metphi_uncorrected,355559,mm,84.0872164721,39,0.941444861327 +/- 0.0146177348922
metphi_uncorrected,355679,mm,78.6667708075,39,0.842736189395 +/- 0.0349225427626
metphi_uncorrected,355680,mm,367.961111025,39,0.970457566227 +/- 0.00569019034749
metphi_uncorrected,355768,mm,48.0824868757,39,0.889858311902 +/- 0.0337077816723
metphi_uncorrected,355769,mm,151.033237319,39,0.931269498801 +/- 0.009482547162
pfmet_uncorrected,355443,mm,38.4671704781,22,0.915368457095 +/- 0.0269280433999
pfmet_uncorrected,355444,mm,28.9890803712,21,0.999094029281 +/- 0.0354339702877
pfmet_uncorrected,355445,mm,16.4509081027,19,0.955096825206 +/- 0.0312091634631
pfmet_uncorrected,355558,mm,164.191809119,24,0.957411160642 +/- 0.0112770855556
pfmet_uncorrected,355559,mm,117.49244115,22,0.934814892814 +/- 0.0145700540897
pfmet_uncorrected,355679,mm,80.2119701529,15,0.850226526897 +/- 0.0352797762658
pfmet_uncorrected,355680,mm,591.576294497,32,0.962873825835 +/- 0.00566696230705
pfmet_uncorrected,355768,mm,35.6344112877,21,0.906386190822 +/- 0.0340312750977
pfmet_uncorrected,355769,mm,361.83908044,29,0.911155995053 +/- 0.00937834147911
pfmetphi_uncorrected,355443,mm,434.566286461,39,0.599587784672 +/- 0.0217861485497
pfmetphi_uncorrected,355444,mm,352.641681212,39,0.588923441307 +/- 0.0271835756102
pfmetphi_uncorrected,355445,mm,370.806168594,39,0.590063913034 +/- 0.0244758936168
pfmetphi_uncorrected,355558,mm,2484.43823671,39,0.648600739329 +/- 0.00928035600689
pfmetphi_uncorrected,355559,mm,1456.79529621,39,0.629570711897 +/- 0.0119529544424
pfmetphi_uncorrected,355679,mm,160.466256964,39,0.724259450909 +/- 0.0323725932741
pfmetphi_uncorrected,355680,mm,7635.97927557,39,0.727468368568 +/- 0.00492624430865
pfmetphi_uncorrected,355768,mm,340.120354351,39,0.515622890231 +/- 0.0256570195802
pfmetphi_uncorrected,355769,mm,3340.63011957,39,0.623116473151 +/- 0.00775608049696
pt_1_pos,355443,mmet,41.0419299433,30,0.94841080858 +/- 0.0102592618824
pt_1_pos,355444,mmet,49.5504198631,32,0.976018945453 +/- 0.0131018702084
pt_1_pos,355445,mmet,69.0696734417,33,0.972346816586 +/- 0.0117621285972
pt_1_pos,355558,mmet,215.667255975,39,0.965097582735 +/- 0.0042365395175
pt_1_pos,355559,mmet,138.053300655,39,0.95516430439 +/- 0.00550987541515
pt_1_pos,355679,mmet,29.5475404861,30,1.00630421213 +/- 0.0142879079847
pt_1_pos,355680,mmet,587.520112491,39,0.997698887307 +/- 0.00215902844316
pt_1_pos,355768,mmet,53.0224533158,32,1.00783276408 +/- 0.0134318286082
pt_1_pos,355769,mmet,225.477061249,39,0.971098777879 +/- 0.00362359061415
pt_1_neg,355443,mmet,53.4812322756,34,0.966139550215 +/- 0.011671179382
pt_1_neg,355444,mmet,60.3671917572,33,1.00878456156 +/- 0.0150153449712
pt_1_neg,355445,mmet,58.6251134535,36,0.984936892587 +/- 0.0133436583505
pt_1_neg,355558,mmet,234.2346925,39,1.00024907165 +/- 0.00486247136831
pt_1_neg,355559,mmet,181.696251957,38,0.975918582816 +/- 0.00627924366524
pt_1_neg,355679,mmet,30.4590630593,31,1.0311731995 +/- 0.016307254298
pt_1_neg,355680,mmet,797.86204765,39,1.0165062439 +/- 0.00245691977559
pt_1_neg,355768,mmet,46.9367763263,28,0.967527237872 +/- 0.014842826247
pt_1_neg,355769,mmet,393.116678702,39,0.990105740655 +/- 0.0041250150969
eta_1_pos,355443,mmet,50.2715146337,39,0.946628129846 +/- 0.0102419135112
eta_1_pos,355444,mmet,70.1972263156,39,0.971442615427 +/- 0.0130624026042
eta_1_pos,355445,mmet,58.2071614216,39,0.973202755651 +/- 0.011760560577
eta_1_pos,355558,mmet,211.360284277,39,0.965347363505 +/- 0.00423599123911
eta_1_pos,355559,mmet,125.731824949,39,0.955887381095 +/- 0.00551053416385
eta_1_pos,355679,mmet,73.9962493831,39,0.996351598937 +/- 0.0142060731051
eta_1_pos,355680,mmet,552.758573113,39,0.997928626071 +/- 0.00215871822573
eta_1_pos,355768,mmet,74.2884629294,39,1.00270416986 +/- 0.0133864016179
eta_1_pos,355769,mmet,235.579383169,39,0.971067851584 +/- 0.00362259520995
eta_1_neg,355443,mmet,32.9217031301,39,0.968426892504 +/- 0.011677902811
eta_1_neg,355444,mmet,49.7202109084,39,1.01052342182 +/- 0.0150185400317
eta_1_neg,355445,mmet,43.2248480039,39,0.987153178324 +/- 0.0133523794953
eta_1_neg,355558,mmet,176.018285427,39,1.00192700999 +/- 0.00486487093482
eta_1_neg,355559,mmet,73.6685761096,39,0.98024184195 +/- 0.00629067122947
eta_1_neg,355679,mmet,46.6568464767,39,1.02532904331 +/- 0.0162457362693
eta_1_neg,355680,mmet,339.203273125,39,1.01928715505 +/- 0.00245943035172
eta_1_neg,355768,mmet,45.9955618472,39,0.965896929884 +/- 0.0148109483592
eta_1_neg,355769,mmet,86.1624884688,39,0.99543350696 +/- 0.00413467313981
phi_1_pos,355443,mmet,64.9258535383,39,0.944522800988 +/- 0.010233312751
phi_1_pos,355444,mmet,34.6452603209,39,0.977342586829 +/- 0.013105588398
phi_1_pos,355445,mmet,72.4387168197,39,0.970573283648 +/- 0.0117478704164
phi_1_pos,355558,mmet,64.7438138135,39,0.968192459892 +/- 0.00424338773494
phi_1_pos,355559,mmet,87.8282726343,39,0.95736017954 +/- 0.00551628425895
phi_1_pos,355679,mmet,34.8284340049,39,1.00422588154 +/- 0.0142659948244
phi_1_pos,355680,mmet,130.010024916,39,0.999865089235 +/- 0.00216140197142
phi_1_pos,355768,mmet,60.6812133499,39,1.0056851894 +/- 0.0134099478864
phi_1_pos,355769,mmet,124.894865014,39,0.972513671359 +/- 0.00362628138665
phi_1_neg,355443,mmet,31.3409769768,39,0.968624328954 +/- 0.0116823386586
phi_1_neg,355444,mmet,27.4872343122,39,1.01605045692 +/- 0.0150637407055
phi_1_neg,355445,mmet,54.5551433496,39,0.985293021312 +/- 0.0133435001775
phi_1_neg,355558,mmet,79.637990041,39,1.00428915433 +/- 0.00487195576254
phi_1_neg,355559,mmet,50.1834162629,39,0.981048668813 +/- 0.00629500842301
phi_1_neg,355679,mmet,47.1178376296,39,1.02397742201 +/- 0.0162395364642
phi_1_neg,355680,mmet,205.93788031,39,1.02003343789 +/- 0.00246101423803
phi_1_neg,355768,mmet,47.3721337716,39,0.965439317642 +/- 0.014811554295
phi_1_neg,355769,mmet,103.141200517,39,0.995162383726 +/- 0.00413525885447
mt_uncorrected_pos,355443,mmet,55.7613180524,38,0.945924196136 +/- 0.0102423874573
mt_uncorrected_pos,355444,mmet,67.5241114535,33,0.972870603011 +/- 0.0130831733661
mt_uncorrected_pos,355445,mmet,82.6874035263,34,0.970290702983 +/- 0.0117506912685
mt_uncorrected_pos,355558,mmet,390.261790502,39,0.961984746674 +/- 0.00423016026713
mt_uncorrected_pos,355559,mmet,280.526547091,39,0.950683148621 +/- 0.00549753136624
mt_uncorrected_pos,355679,mmet,42.6916987695,34,1.00318011783 +/- 0.0142653433939
mt_uncorrected_pos,355680,mmet,1073.64934641,39,0.995321015311 +/- 0.00215668783043
mt_uncorrected_pos,355768,mmet,87.9311716839,32,1.00137045422 +/- 0.0133872710489
mt_uncorrected_pos,355769,mmet,608.819409516,39,0.96584097583 +/- 0.00361415951252
mt_uncorrected_neg,355443,mmet,78.3306657533,36,0.961811812969 +/- 0.0116434349208
mt_uncorrected_neg,355444,mmet,89.8197922721,34,1.0007763012 +/- 0.014954993529
mt_uncorrected_neg,355445,mmet,102.22088313,35,0.977567595082 +/- 0.0132971271622
mt_uncorrected_neg,355558,mmet,498.13676339,39,0.994133971086 +/- 0.00484753900602
mt_uncorrected_neg,355559,mmet,319.956305553,37,0.970362231397 +/- 0.00626169909642
mt_uncorrected_neg,355679,mmet,64.8238734803,32,1.02166805498 +/- 0.0162288642576
mt_uncorrected_neg,355680,mmet,1528.84723838,39,1.01210454825 +/- 0.00245157122559
mt_uncorrected_neg,355768,mmet,87.705649003,32,0.958486858702 +/- 0.0147699275159
mt_uncorrected_neg,355769,mmet,800.156258595,39,0.983057404207 +/- 0.00411026732697
nTrackerLayers_1_barrel_pos,355443,mmet,244.969470956,7,0.905080273787 +/- 0.0140040378155
nTrackerLayers_1_barrel_pos,355444,mmet,89.4508267533,6,0.936332676423 +/- 0.017935073834
nTrackerLayers_1_barrel_pos,355445,mmet,244.612070011,7,0.900221838292 +/- 0.0158070233961
nTrackerLayers_1_barrel_pos,355558,mmet,626.219232972,8,0.95052272089 +/- 0.00587338243224
nTrackerLayers_1_barrel_pos,355559,mmet,364.086381641,7,0.942272941436 +/- 0.00764588322476
nTrackerLayers_1_barrel_pos,355679,mmet,134.165640053,7,0.948928872275 +/- 0.0193746350342
nTrackerLayers_1_barrel_pos,355680,mmet,4122.47364475,8,0.962056297825 +/- 0.00296169439951
nTrackerLayers_1_barrel_pos,355768,mmet,114.231894259,8,0.953553854541 +/- 0.0182407980794
nTrackerLayers_1_barrel_pos,355769,mmet,1063.37089005,8,0.95197958105 +/- 0.0050119025689
nTrackerLayers_1_barrel_neg,355443,mmet,109.637716084,6,0.945993308207 +/- 0.0156210836186
nTrackerLayers_1_barrel_neg,355444,mmet,89.361361585,7,0.968309996076 +/- 0.0198833774366
nTrackerLayers_1_barrel_neg,355445,mmet,115.392660024,6,0.957952186345 +/- 0.0178022132279
nTrackerLayers_1_barrel_neg,355558,mmet,414.972215862,8,0.984025345262 +/- 0.00651972323074
nTrackerLayers_1_barrel_neg,355559,mmet,402.174819843,7,0.957084408864 +/- 0.00840686193588
nTrackerLayers_1_barrel_neg,355679,mmet,83.373098409,7,0.972106772701 +/- 0.0213940584499
nTrackerLayers_1_barrel_neg,355680,mmet,3805.5585693,8,0.979058146693 +/- 0.00325959191816
nTrackerLayers_1_barrel_neg,355768,mmet,143.456395793,6,0.893820888158 +/- 0.0192831692756
nTrackerLayers_1_barrel_neg,355769,mmet,693.997595586,8,0.97120583373 +/- 0.00552285235559
nTrackerLayers_1_endcap_pos,355443,mmet,20.3606743278,12,0.942817223136 +/- 0.0146342344771
nTrackerLayers_1_endcap_pos,355444,mmet,12.1767822763,10,0.999084695788 +/- 0.0189698071975
nTrackerLayers_1_endcap_pos,355445,mmet,21.1679331486,11,0.98967564205 +/- 0.0169807099259
nTrackerLayers_1_endcap_pos,355558,mmet,54.5122908673,12,0.963027218172 +/- 0.00605755520907
nTrackerLayers_1_endcap_pos,355559,mmet,23.900061568,11,0.953434361626 +/- 0.00787986503607
nTrackerLayers_1_endcap_pos,355679,mmet,62.5758719167,11,0.995511837533 +/- 0.0203317140303
nTrackerLayers_1_endcap_pos,355680,mmet,673.866320025,12,0.994969100464 +/- 0.00308614174368
nTrackerLayers_1_endcap_pos,355768,mmet,34.7086156629,11,1.02704438045 +/- 0.0193979166779
nTrackerLayers_1_endcap_pos,355769,mmet,163.935174904,12,0.963635001412 +/- 0.00516673464722
nTrackerLayers_1_endcap_neg,355443,mmet,17.0186624433,11,0.968344085293 +/- 0.0173473156225
nTrackerLayers_1_endcap_neg,355444,mmet,17.4705169501,11,1.03370378945 +/- 0.022565167976
nTrackerLayers_1_endcap_neg,355445,mmet,9.8710873188,11,0.991693914672 +/- 0.0198811366027
nTrackerLayers_1_endcap_neg,355558,mmet,38.8712620736,12,1.00904708065 +/- 0.00725236650389
nTrackerLayers_1_endcap_neg,355559,mmet,31.8402972549,12,0.976380545198 +/- 0.00932632780528
nTrackerLayers_1_endcap_neg,355679,mmet,10.598272196,11,1.06305209671 +/- 0.0245737273475
nTrackerLayers_1_endcap_neg,355680,mmet,341.398291647,12,1.01796762264 +/- 0.00365110214229
nTrackerLayers_1_endcap_neg,355768,mmet,22.7665200692,11,0.994709510134 +/- 0.0223305738414
nTrackerLayers_1_endcap_neg,355769,mmet,75.7457583546,12,0.998762750571 +/- 0.00615229244355
nStations_1_barrel_pos,355443,mmet,5.29653312886,3,0.955583429428 +/- 0.0143786955789
nStations_1_barrel_pos,355444,mmet,0.0849353554102,2,0.966456974393 +/- 0.0182158682646
nStations_1_barrel_pos,355445,mmet,2.94482320261,3,0.967052251787 +/- 0.0163811773163
nStations_1_barrel_pos,355558,mmet,6.34665005779,3,0.973019300101 +/- 0.00594248037265
nStations_1_barrel_pos,355559,mmet,18.868386932,3,0.963445733235 +/- 0.00773032488784
nStations_1_barrel_pos,355679,mmet,0.818974541077,3,1.00142351276 +/- 0.019900794223
nStations_1_barrel_pos,355680,mmet,98.4276839863,3,0.998745894166 +/- 0.00301764053002
nStations_1_barrel_pos,355768,mmet,9.05370288051,3,0.990254030305 +/- 0.0185885079776
nStations_1_barrel_pos,355769,mmet,29.6675398897,3,0.979255131882 +/- 0.00508319454208
nStations_1_barrel_neg,355443,mmet,1.03399592212,3,0.972380904145 +/- 0.0158242226053
nStations_1_barrel_neg,355444,mmet,1.31243173431,2,1.00509749685 +/- 0.0202660084005
nStations_1_barrel_neg,355445,mmet,0.795822211866,3,0.994201042407 +/- 0.0181207528516
nStations_1_barrel_neg,355558,mmet,19.186001937,3,1.00112206128 +/- 0.00657611703128
nStations_1_barrel_neg,355559,mmet,13.0867596644,3,0.98556360362 +/- 0.00852992937164
nStations_1_barrel_neg,355679,mmet,0.635579019838,2,1.01190673741 +/- 0.0218367303335
nStations_1_barrel_neg,355680,mmet,64.2045603955,3,1.01966008645 +/- 0.00332649365497
nStations_1_barrel_neg,355768,mmet,13.7218107321,2,0.947241896336 +/- 0.0198452933199
nStations_1_barrel_neg,355769,mmet,40.096510189,3,0.991742391078 +/- 0.00558093842057
nStations_1_endcap_pos,355443,mmet,125.721845561,3,0.918884445775 +/- 0.0144473004826
nStations_1_endcap_pos,355444,mmet,114.715492405,3,0.961786846423 +/- 0.0186088168091
nStations_1_endcap_pos,355445,mmet,110.359223818,3,0.963608810733 +/- 0.0167548904925
nStations_1_endcap_pos,355558,mmet,842.884545373,3,0.932988075624 +/- 0.00596233188368
nStations_1_endcap_pos,355559,mmet,626.124990428,3,0.914137973208 +/- 0.00771544650196
nStations_1_endcap_pos,355679,mmet,102.086874036,3,0.979023185579 +/- 0.0201617895392
nStations_1_endcap_pos,355680,mmet,3141.87925801,3,0.971344222363 +/- 0.00304928243998
nStations_1_endcap_pos,355768,mmet,81.8418051908,3,1.00969156864 +/- 0.0192325406565
nStations_1_endcap_pos,355769,mmet,1246.45472889,3,0.933646449222 +/- 0.00508570423295
nStations_1_endcap_neg,355443,mmet,84.6104248947,3,0.947272293691 +/- 0.0171569308608
nStations_1_endcap_neg,355444,mmet,71.2683005311,3,1.00713311051 +/- 0.0222724867434
nStations_1_endcap_neg,355445,mmet,78.8017476286,3,0.964152521691 +/- 0.0196024345023
nStations_1_endcap_neg,355558,mmet,473.599489305,3,0.986386768047 +/- 0.0071704703963
nStations_1_endcap_neg,355559,mmet,340.322188605,3,0.948899584571 +/- 0.00919414282017
nStations_1_endcap_neg,355679,mmet,28.5520297669,3,1.05277953073 +/- 0.0244538493738
nStations_1_endcap_neg,355680,mmet,2199.69681773,3,0.993632727291 +/- 0.00360719768843
nStations_1_endcap_neg,355768,mmet,71.4387930788,3,0.970025953556 +/- 0.0220485431842
nStations_1_endcap_neg,355769,mmet,824.231459957,3,0.97039694552 +/- 0.00606429770298
met_uncorrected_pos,355443,mmet,44.8708024124,35,0.947935594588 +/- 0.010254618651
met_uncorrected_pos,355444,mmet,28.1688163247,29,0.980173283641 +/- 0.0131335413181
met_uncorrected_pos,355445,mmet,65.9132716934,37,0.972869333944 +/- 0.011765732483
met_uncorrected_pos,355558,mmet,165.057238197,39,0.966299840634 +/- 0.00423958699414
met_uncorrected_pos,355559,mmet,103.544940999,38,0.956791870037 +/- 0.00551518143315
met_uncorrected_pos,355679,mmet,127.132571675,30,0.987428864086 +/- 0.0141569700483
met_uncorrected_pos,355680,mmet,870.152441678,39,0.996388639081 +/- 0.00215781870161
met_uncorrected_pos,355768,mmet,279.580254813,32,0.967582543781 +/- 0.0131629633445
met_uncorrected_pos,355769,mmet,2728.07389801,39,0.937468825049 +/- 0.00356063772521
met_uncorrected_neg,355443,mmet,39.669007672,34,0.967938049656 +/- 0.0116802885649
met_uncorrected_neg,355444,mmet,43.3839997534,32,1.01247457606 +/- 0.0150419970575
met_uncorrected_neg,355445,mmet,56.9521628116,30,0.985852029157 +/- 0.0133552316194
met_uncorrected_neg,355558,mmet,165.914552551,39,1.00215006109 +/- 0.004866579092
met_uncorrected_neg,355559,mmet,144.485656874,37,0.97750432462 +/- 0.00628369883949
met_uncorrected_neg,355679,mmet,78.7130011257,32,1.01764365816 +/- 0.0161974399446
met_uncorrected_neg,355680,mmet,861.723322351,39,1.01613345827 +/- 0.00245621147027
met_uncorrected_neg,355768,mmet,230.262800544,29,0.926022089122 +/- 0.0145174896998
met_uncorrected_neg,355769,mmet,2206.89393598,39,0.959128511167 +/- 0.00405954707874
metphi_uncorrected_pos,355443,mmet,65.8747676574,39,0.944064591119 +/- 0.0102307197724
metphi_uncorrected_pos,355444,mmet,65.2216479824,39,0.972651094691 +/- 0.0130739543163
metphi_uncorrected_pos,355445,mmet,45.9146148416,39,0.974892661199 +/- 0.0117738552527
metphi_uncorrected_pos,355558,mmet,225.42499963,39,0.965183284658 +/- 0.00423674255872
metphi_uncorrected_pos,355559,mmet,108.378368926,39,0.956463852917 +/- 0.00551364181391
metphi_uncorrected_pos,355679,mmet,52.4520529962,39,1.0000246577 +/- 0.0142359686183
metphi_uncorrected_pos,355680,mmet,422.636369649,39,0.998485636042 +/- 0.00215988715726
metphi_uncorrected_pos,355768,mmet,49.8367566364,39,1.00742372202 +/- 0.0134213888796
metphi_uncorrected_pos,355769,mmet,219.575107028,39,0.971266556495 +/- 0.00362391640725
metphi_uncorrected_neg,355443,mmet,42.9551439071,39,0.966962664901 +/- 0.0116721614818
metphi_uncorrected_neg,355444,mmet,55.1181625755,39,1.0087365915 +/- 0.0150092299132
metphi_uncorrected_neg,355445,mmet,67.7283879978,39,0.982344753309 +/- 0.0133233475305
metphi_uncorrected_neg,355558,mmet,162.539635605,39,1.00237453413 +/- 0.00486724593682
metphi_uncorrected_neg,355559,mmet,97.7729853566,39,0.979262396981 +/- 0.00628919278085
metphi_uncorrected_neg,355679,mmet,36.8120088581,39,1.0271199295 +/- 0.0162642239361
metphi_uncorrected_neg,355680,mmet,531.939530761,39,1.01811273168 +/- 0.00245866401617
metphi_uncorrected_neg,355768,mmet,40.1843522187,39,0.967501840727 +/- 0.0148271736239
metphi_uncorrected_neg,355769,mmet,227.297347324,39,0.992848366491 +/- 0.00413039433305
pfmet_uncorrected_pos,355443,mmet,63.7677194118,34,0.945761375286 +/- 0.0102436312368
pfmet_uncorrected_pos,355444,mmet,66.4070596706,31,0.973342829798 +/- 0.0130870188249
pfmet_uncorrected_pos,355445,mmet,68.6102352743,34,0.972493042443 +/- 0.0117635020212
pfmet_uncorrected_pos,355558,mmet,234.706638099,39,0.965045425529 +/- 0.00423680205361
pfmet_uncorrected_pos,355559,mmet,161.697482461,39,0.955059526047 +/- 0.00551006351815
pfmet_uncorrected_pos,355679,mmet,346.877691392,33,0.942350694628 +/- 0.0138265547655
pfmet_uncorrected_pos,355680,mmet,3245.02254153,39,0.985448654366 +/- 0.00214592366001
pfmet_uncorrected_pos,355768,mmet,38.3915924044,32,1.01026328496 +/- 0.0134491430928
pfmet_uncorrected_pos,355769,mmet,527.51148111,39,0.96720056201 +/- 0.00361663216358
pfmet_uncorrected_neg,355443,mmet,56.5745604132,32,0.966202619354 +/- 0.0116728725192
pfmet_uncorrected_neg,355444,mmet,35.107591225,33,1.01421972915 +/- 0.0150541802013
pfmet_uncorrected_neg,355445,mmet,42.2672799303,33,0.988013161945 +/- 0.0133652863343
pfmet_uncorrected_neg,355558,mmet,191.4112835,38,1.00177245273 +/- 0.00486574930384
pfmet_uncorrected_neg,355559,mmet,135.310743222,38,0.977813046555 +/- 0.0062844921726
pfmet_uncorrected_neg,355679,mmet,315.952194051,32,0.956450591322 +/- 0.0157005282807
pfmet_uncorrected_neg,355680,mmet,2801.07639031,39,1.00463353736 +/- 0.0024422472212
pfmet_uncorrected_neg,355768,mmet,50.865828679,31,0.965769208286 +/- 0.0148192206376
pfmet_uncorrected_neg,355769,mmet,467.329671993,39,0.988945568047 +/- 0.00412212146512
pfmetphi_uncorrected_pos,355443,mmet,1254.52665792,39,0.813112891657 +/- 0.00949437496573
pfmetphi_uncorrected_pos,355444,mmet,884.299114758,39,0.827777500757 +/- 0.0120606538646
pfmetphi_uncorrected_pos,355445,mmet,879.137090704,39,0.856356906016 +/- 0.0110345166778
pfmetphi_uncorrected_pos,355558,mmet,8135.39516385,39,0.817632996035 +/- 0.00389934808635
pfmetphi_uncorrected_pos,355559,mmet,4361.60401474,39,0.820907134973 +/- 0.00510783553527
pfmetphi_uncorrected_pos,355679,mmet,424.039202141,39,0.924861037045 +/- 0.0136900656566
pfmetphi_uncorrected_pos,355680,mmet,20518.19928,39,0.904516805768 +/- 0.00205567328997
pfmetphi_uncorrected_pos,355768,mmet,865.995298521,39,0.860896030787 +/- 0.0124065876394
pfmetphi_uncorrected_pos,355769,mmet,11125.4931105,39,0.82370944303 +/- 0.00333719510292
pfmetphi_uncorrected_neg,355443,mmet,1015.17038314,39,0.829773612879 +/- 0.0108120551982
pfmetphi_uncorrected_neg,355444,mmet,678.565643523,39,0.869655911091 +/- 0.0139355867539
pfmetphi_uncorrected_neg,355445,mmet,780.274014331,39,0.854057732319 +/- 0.0124224430884
pfmetphi_uncorrected_neg,355558,mmet,6605.763977,39,0.849812492829 +/- 0.00448138075172
pfmetphi_uncorrected_neg,355559,mmet,3779.28201258,39,0.830491659832 +/- 0.00579155274306
pfmetphi_uncorrected_neg,355679,mmet,352.411801893,39,0.946791920518 +/- 0.0156146426218
pfmetphi_uncorrected_neg,355680,mmet,17746.6489373,39,0.915806970551 +/- 0.00233176743779
pfmetphi_uncorrected_neg,355768,mmet,597.78705812,39,0.840273911958 +/- 0.0138173552346
pfmetphi_uncorrected_neg,355769,mmet,9171.85621296,39,0.839255913741 +/- 0.00379733811438
pt_1,355443,ee,23.9851403118,14,0.296266122797 +/- 0.0218997328671
pt_1,355444,ee,27.6065171454,11,0.142301922732 +/- 0.019294669069
pt_1,355445,ee,28.9385061478,14,0.294404919316 +/- 0.0247879620816
pt_1,355558,ee,152.669821845,27,0.251774047656 +/- 0.00820180448023
pt_1,355559,ee,83.524321394,22,0.25314962212 +/- 0.0107798843483
pt_1,355679,ee,17.7436472081,13,0.616964311305 +/- 0.0428554556546
pt_1,355680,ee,186.260874537,38,0.527305922939 +/- 0.00593500739946
pt_1,355768,ee,18.753002484,13,0.592203477204 +/- 0.0394585795962
pt_1,355769,ee,90.5120953839,30,0.458325707875 +/- 0.00942951641821
pt_2,355443,ee,18.88958836,9,0.300099424761 +/- 0.0218805757769
pt_2,355444,ee,15.2166790749,5,0.170140780884 +/- 0.0208196975438
pt_2,355445,ee,6.09922435505,6,0.336027765456 +/- 0.0262473014737
pt_2,355558,ee,41.3085054721,15,0.280415026951 +/- 0.00863452718452
pt_2,355559,ee,23.0350924124,10,0.279100920089 +/- 0.0112823094885
pt_2,355679,ee,16.3711427477,10,0.605970608121 +/- 0.0419531302228
pt_2,355680,ee,108.399976049,23,0.532226101062 +/- 0.00595807008628
pt_2,355768,ee,5.67952137714,6,0.616608854563 +/- 0.0399419327155
pt_2,355769,ee,33.358937023,16,0.467601751487 +/- 0.00950409855322
eta_1,355443,ee,42.4956086682,39,0.260229827742 +/- 0.020289358991
eta_1,355444,ee,19.6289864838,34,0.171477944903 +/- 0.0217128518624
eta_1,355445,ee,40.3551704585,36,0.275099196434 +/- 0.0241608228633
eta_1,355558,ee,100.985701684,39,0.264029582784 +/- 0.00837024034595
eta_1,355559,ee,50.8740450577,39,0.264901215041 +/- 0.0109605083762
eta_1,355679,ee,36.5908497251,39,0.544796408027 +/- 0.0396901956791
eta_1,355680,ee,57.6402132854,39,0.535333246091 +/- 0.00597388301498
eta_1,355768,ee,44.2979298782,39,0.509488309226 +/- 0.0360531271063
eta_1,355769,ee,36.9093204555,39,0.46631540243 +/- 0.00948491162245
eta_2,355443,ee,60.8205864061,38,0.236191398401 +/- 0.0195353397995
eta_2,355444,ee,18.6335225307,28,0.206331095873 +/- 0.0259199943243
eta_2,355445,ee,41.2744302486,36,0.275970161279 +/- 0.0243237043506
eta_2,355558,ee,149.465002835,39,0.251165476531 +/- 0.00816378588846
